2.4611	2.9337
1.9263	2.0347
2.5931	2.6377
5.3839	5.5019
-47.62857035	-47.39291957
-52.56804322	-53.0215576
-65.24260604	-62.84352751
-65.35577467	-64.23942718
-38.88980735	-38.7646454
4.4006	4.742
2.9513	3.3621
2.353	2.7011
2.1323	2.301
1.1197	1.2631
3.5648	3.943
5.2049	5.2643
-50.75708003	-50.12862184
-65.01400859	-64.35028484
-84.43942683	-83.19253687
-72.96877426	-71.12764664
-44.56272725	-44.95626432
4.5119	5.0886
3.5415	3.9937
2.9549	3.7615
1.6533	1.8172
1.5692	1.761
2.196	2.0717
4.7928	5.2205
-42.77204747	-41.13022002
-59.84464823	-60.78089017
-81.173915	-80.78463374
-73.4222195	-71.82282682
-35.41091344	-35.60335953
5.5908	5.8878
4.0903	4.5268
3.6577	4.0486
2.3327	2.726
1.3255	1.4962
2.2317	2.3472
6.1855	6.3275
-58.3593	-58.5915549
-52.40984352	-53.90232634
-65.7724788	-63.84788786
-58.77027786	-56.47045607
-35.62695406	-35.69342695
5.3797	5.8484
3.5221	3.879
2.545	3.0259
1.3723	1.6465
1.5578	1.7479
4.0123	4.1277
4.6676	4.8091
-52.04145059	-51.54485159
-62.26838987	-62.43597915
-64.78432687	-61.94868237
-68.11411549	-65.00065829
-42.7815658	-42.91592026
5.3499	5.9442
3.5966	3.9781
1.9855	2.2348
2.0342	2.2416
1.542	1.7259
3.5044	3.472
6.4393	6.5588
-51.41896946	-52.48651258
-61.17150705	-61.42276548
-70.6052204	-69.59842721
-68.62823936	-66.47927924
-32.00282294	-31.2087992
4.3795	4.7907
2.5724	2.8104
3.0124	3.4694
2.9488	3.3644
1.9261	2.1705
2.046	2.009
5.2565	5.2002
-50.6575359	-51.92464974
-59.93190096	-60.78436366
-81.1916131	-79.99202343
-60.70642306	-57.78742125
-34.86495295	-35.25564416
5.0981	5.4154
3.7273	3.9855
1.4404	1.5944
